id,female,advers,VS.1,VS.2,VS.3,VS.4,VS.5,EXT.1,EXT.2,EXT.3,EXT.4,EXT.5
439,1,0,6.190476191,6.190476191,5.714285714,NA,NA,2.1666665,1.444444333,0,NA,NA
440,1,0,6.666666667,6.190476191,5.714285714,4.285714286,7.17753955,0.722222167,1.444444333,0,NA,NA
441,1,1,7.619047619,4.761904762,3.80952381,4.285714286,2.574229354,2.1666665,2.527777583,2.527777583,2.527777583,2.048754016
442,1,1,5.238095238,4.285714286,NA,NA,NA,1.805555417,0.722222167,NA,NA,NA
443,0,1,8.571428571,3.80952381,NA,5.238095238,4.567817909,2.1666665,2.1666665,3.24999975,2.888888667,2.195810933
444,0,1,7.619047619,5.238095238,5.714285714,6.190476191,6.699188231,3.24999975,2.527777583,2.888888667,3.24999975,3.399498396
445,0,1,8.571428571,5.238095238,5.714285714,7.142857143,6.986949152,3.24999975,2.1666665,2.888888667,2.888888667,4.457322282
446,0,1,8.571428571,3.80952381,5.714285714,7.142857143,5.563571461,0.361111083,2.1666665,1.805555417,1.805555417,2.553626948
447,1,0,9.047619048,7.142857143,8.571428571,5.714285714,7.25029017,1.08333325,0.722222167,2.888888667,2.1666665,1.625717561
448,1,1,7.619047619,6.190476191,6.190476191,6.666666667,7.894987403,2.1666665,2.1666665,1.805555417,2.1666665,3.007046335
449,1,0,5.238095238,10,6.190476191,7.619047619,7.779682662,1.805555417,2.527777583,1.805555417,2.1666665,1.539927488
450,1,0,6.190476191,6.190476191,6.190476191,5.714285714,5.788857749,2.1666665,2.527777583,1.444444333,2.888888667,3.200912787
451,0,1,8.571428571,3.80952381,5.714285714,6.190476191,7.174110071,1.08333325,1.805555417,1.805555417,2.527777583,2.382201506
452,0,1,8.571428571,3.80952381,NA,5.238095238,5.950495982,2.1666665,2.527777583,2.888888667,3.24999975,3.978673441
453,0,1,7.619047619,3.80952381,5.714285714,7.619047619,6.509825258,0.361111083,1.444444333,2.527777583,2.1666665,1.517084041
454,0,1,7.619047619,3.80952381,NA,5.238095238,5.78695232,2.527777583,3.611110833,1.805555417,2.527777583,2.216577074
455,0,1,6.666666667,5.714285714,6.666666667,5.714285714,8.382385453,1.805555417,2.527777583,1.805555417,2.527777583,1.610119953
456,0,0,5.714285714,5.714285714,6.190476191,4.761904762,5.876750912,2.1666665,2.1666665,1.805555417,2.1666665,3.292192334
457,0,0,5.714285714,5.238095238,5.714285714,5.714285714,6.28180552,2.527777583,1.444444333,2.1666665,0.722222167,0.825734648
458,0,0,6.190476191,5.238095238,5.714285714,6.190476191,7.215508846,3.24999975,NA,1.805555417,2.888888667,3.130751527
459,0,0,5.714285714,7.142857143,NA,5.714285714,6.384064808,2.527777583,2.1666665,3.24999975,2.527777583,3.766137863
460,0,1,8.571428571,3.80952381,6.190476191,6.190476191,6.497052724,2.1666665,2.1666665,3.24999975,2.888888667,4.701403862
461,0,0,5.714285714,5.714285714,7.142857143,8.571428571,7.662183812,NA,1.805555417,2.527777583,2.888888667,3.667650584
462,0,1,8.571428571,3.80952381,6.190476191,5.714285714,7.006315449,2.888888667,1.444444333,2.1666665,2.527777583,1.489153081
463,1,0,1.904761905,4.761904762,6.666666667,5.238095238,6.032983388,2.1666665,2.527777583,3.24999975,2.888888667,3.328819523
464,0,1,6.666666667,5.714285714,8.095238095,6.666666667,9.529458913,2.527777583,2.1666665,2.1666665,NA,NA
465,0,0,5.714285714,5.714285714,5.238095238,4.761904762,4.380475971,2.888888667,2.1666665,2.1666665,2.1666665,1.825287924
466,0,0,5.714285714,5.714285714,6.666666667,5.238095238,7.259130757,1.805555417,2.888888667,2.527777583,2.527777583,4.078449371
467,1,1,3.333333333,4.761904762,4.761904762,2.857142857,4.340588036,2.1666665,1.805555417,1.805555417,1.444444333,2.745700436
468,1,1,3.333333333,7.619047619,6.190476191,7.619047619,5.930669161,3.24999975,2.1666665,2.527777583,NA,NA
469,1,0,1.904761905,4.761904762,4.285714286,NA,NA,1.08333325,2.527777583,1.805555417,NA,NA
470,1,1,8.571428571,8.571428571,7.142857143,NA,NA,1.805555417,2.527777583,1.805555417,2.1666665,2.609786293
471,1,1,8.571428571,7.619047619,8.095238095,8.095238095,9.578541169,3.24999975,2.527777583,3.972221917,3.972221917,3.851391865
472,1,1,8.571428571,8.571428571,8.095238095,NA,NA,2.527777583,2.1666665,2.1666665,NA,NA
473,0,1,7.142857143,5.714285714,8.095238095,7.142857143,7.821799485,2.888888667,2.888888667,1.805555417,1.805555417,1.90989293
474,1,0,6.190476191,8.571428571,8.095238095,8.095238095,6.949251806,1.444444333,2.1666665,1.08333325,3.24999975,3.214265631
475,1,0,10,10,10,10,12.25778491,1.805555417,2.888888667,1.805555417,NA,NA
476,1,0,8.095238095,8.095238095,6.190476191,7.619047619,6.676063727,3.972221917,3.972221917,3.972221917,3.972221917,3.064818778
477,1,0,7.142857143,10,7.142857143,10,8.941459946,2.1666665,2.888888667,3.24999975,3.611110833,3.584101042
478,0,0,5.238095238,6.666666667,5.714285714,6.190476191,5.549231999,3.24999975,1.805555417,0,NA,NA
479,1,0,8.095238095,7.142857143,6.666666667,8.095238095,6.707546834,2.888888667,2.1666665,2.888888667,2.888888667,3.043448889
480,0,0,5.714285714,NA,5.238095238,NA,NA,1.805555417,NA,2.527777583,2.527777583,3.197664708
481,1,0,10,8.571428571,9.047619048,NA,NA,1.08333325,2.1666665,NA,NA,NA
482,1,0,6.190476191,8.571428571,7.142857143,NA,NA,NA,3.24999975,3.972221917,2.1666665,2.670559584
483,1,1,5.714285714,8.095238095,7.619047619,7.142857143,7.686642705,1.805555417,2.1666665,1.805555417,2.1666665,1.460604565
484,0,0,5.238095238,5.238095238,7.619047619,7.142857143,7.920163151,3.24999975,2.1666665,2.1666665,2.1666665,0.809653543
485,1,1,5.238095238,5.714285714,6.666666667,6.666666667,7.465363273,3.24999975,2.527777583,2.1666665,1.444444333,1.379570807
486,1,1,5.238095238,4.285714286,4.285714286,5.714285714,5.931459858,2.527777583,2.1666665,1.805555417,3.24999975,1.705840849
487,0,0,5.714285714,6.190476191,6.190476191,5.714285714,8.311487522,2.888888667,2.1666665,2.1666665,2.1666665,2.26894963
488,0,0,5.714285714,6.666666667,8.095238095,6.666666667,8.284966383,2.1666665,1.444444333,2.1666665,NA,NA
489,1,1,5.238095238,4.285714286,4.285714286,6.666666667,5.381383814,2.1666665,2.527777583,3.24999975,2.888888667,3.12083145
490,0,0,5.714285714,4.761904762,4.761904762,6.190476191,6.546860412,3.24999975,2.1666665,3.24999975,2.888888667,2.906829756
491,0,0,5.714285714,6.666666667,6.666666667,6.666666667,6.612547954,2.1666665,2.527777583,2.1666665,NA,NA
492,0,0,5.714285714,4.761904762,5.714285714,4.761904762,4.597125782,2.888888667,2.527777583,3.24999975,3.24999975,3.73005006
493,1,1,2.857142857,4.761904762,4.761904762,5.238095238,7.677224552,2.1666665,2.1666665,3.24999975,3.24999975,1.358607136
494,1,0,6.190476191,6.666666667,7.619047619,6.190476191,6.425506537,1.805555417,2.1666665,2.888888667,2.1666665,3.340840799
495,1,0,10,NA,NA,4.761904762,6.031231641,0.722222167,NA,NA,NA,NA
496,1,0,10,8.571428571,7.142857143,NA,NA,1.08333325,1.805555417,1.08333325,NA,NA
497,1,0,8.095238095,NA,5.714285714,2.857142857,5.574532434,0.722222167,NA,1.805555417,NA,NA
498,1,0,8.095238095,7.142857143,6.666666667,7.619047619,7.952481462,2.888888667,2.1666665,0,NA,NA
499,1,0,6.190476191,6.666666667,8.095238095,10,9.058891453,2.1666665,1.805555417,1.444444333,0.722222167,1.874928764
500,1,0,7.142857143,10,6.666666667,9.523809524,7.394013915,1.08333325,1.08333325,1.805555417,2.1666665,4.806759695
501,1,1,2.857142857,7.619047619,6.190476191,7.619047619,7.820780814,3.611110833,3.24999975,3.611110833,NA,NA
502,1,0,6.190476191,5.714285714,5.714285714,5.238095238,4.647147645,2.888888667,2.527777583,2.527777583,3.24999975,1.426694223
503,0,0,5.238095238,6.666666667,6.190476191,3.80952381,5.341172084,2.1666665,2.1666665,1.805555417,0.722222167,2.320562201
504,0,1,1.428571429,5.714285714,6.190476191,NA,NA,0.722222167,0.722222167,2.527777583,NA,NA
505,1,0,6.190476191,6.666666667,6.666666667,6.190476191,6.720626878,2.888888667,1.805555417,2.527777583,2.888888667,2.924923913
506,0,0,5.238095238,NA,4.761904762,NA,NA,NA,NA,2.888888667,NA,NA
507,0,0,6.190476191,6.666666667,6.666666667,6.666666667,7.979663341,1.444444333,1.805555417,NA,1.805555417,0.859950704
508,0,0,6.190476191,5.714285714,5.714285714,3.333333333,6.488592826,2.1666665,1.805555417,2.1666665,2.1666665,0.842331137
509,0,1,6.666666667,5.714285714,NA,5.238095238,6.805527673,2.888888667,3.611110833,NA,2.1666665,0.075712315
510,1,1,10,4.761904762,7.142857143,7.619047619,6.682355846,1.805555417,3.611110833,2.527777583,2.527777583,1.272027412
511,0,1,6.666666667,7.619047619,5.714285714,6.190476191,7.109590834,3.611110833,3.611110833,3.972221917,3.972221917,3.075104211
512,0,0,5.714285714,6.666666667,7.142857143,6.666666667,7.265082974,2.1666665,2.527777583,2.1666665,NA,NA
513,0,1,7.142857143,5.714285714,8.095238095,5.714285714,4.810584527,2.888888667,1.805555417,2.1666665,2.1666665,3.086104527
514,1,0,8.095238095,6.666666667,6.666666667,7.142857143,9.717694818,2.888888667,1.805555417,2.527777583,3.24999975,3.704590319
515,0,1,6.666666667,5.714285714,8.095238095,3.80952381,6.06432188,3.972221917,3.972221917,3.972221917,3.611110833,4.058243724
516,0,1,7.142857143,7.619047619,6.190476191,6.666666667,6.118575635,3.611110833,3.611110833,2.888888667,3.611110833,3.619082915
517,0,1,6.190476191,6.666666667,7.142857143,5.714285714,6.863547505,2.527777583,1.805555417,2.1666665,1.444444333,-0.274196704
518,0,1,7.142857143,9.523809524,7.619047619,10,9.137119052,0.722222167,1.08333325,1.08333325,NA,NA
519,0,1,6.666666667,7.619047619,8.095238095,NA,NA,1.805555417,3.24999975,2.1666665,NA,NA
520,0,1,7.142857143,7.619047619,8.095238095,8.571428571,9.400421306,3.24999975,2.1666665,2.527777583,2.888888667,2.706159275
521,1,0,10,10,9.047619048,NA,NA,1.08333325,2.527777583,NA,NA,NA
522,0,1,7.619047619,9.047619048,7.619047619,8.571428571,8.341316143,0.722222167,1.805555417,1.444444333,1.805555417,0.564366009
523,0,0,5.714285714,5.714285714,5.238095238,6.190476191,7.129703338,2.888888667,2.888888667,2.888888667,3.24999975,1.617514719
524,0,1,4.285714286,7.619047619,8.095238095,6.666666667,8.465895902,2.1666665,2.527777583,2.1666665,NA,NA
525,0,1,5.714285714,NA,5.238095238,NA,NA,2.527777583,NA,2.1666665,2.1666665,0.703328291
526,0,1,3.80952381,6.190476191,6.190476191,6.666666667,6.863606656,2.888888667,1.805555417,2.1666665,NA,NA
527,1,0,4.285714286,4.761904762,4.761904762,6.190476191,4.704949802,1.805555417,2.527777583,1.805555417,1.08333325,0.769972915
528,0,1,5.714285714,6.666666667,6.190476191,6.190476191,5.610254119,2.1666665,2.527777583,2.1666665,2.888888667,3.014738188
529,0,1,4.285714286,6.666666667,7.619047619,6.666666667,6.794331732,3.24999975,2.1666665,2.527777583,2.1666665,2.294299428
530,1,1,6.666666667,6.666666667,6.190476191,9.523809524,8.030990934,2.527777583,3.24999975,2.527777583,2.888888667,2.36563498
531,0,0,5.714285714,6.666666667,8.095238095,NA,NA,1.805555417,0.361111083,3.611110833,2.1666665,2.84960806
532,0,0,5.238095238,10,7.619047619,9.523809524,9.097292562,0.722222167,1.805555417,1.805555417,1.805555417,2.718389166
533,0,1,7.619047619,9.047619048,6.190476191,6.666666667,5.498897279,NA,1.805555417,1.805555417,2.888888667,2.806865534
534,1,0,5.714285714,5.714285714,NA,NA,NA,1.805555417,0,NA,NA,NA
535,1,0,5.714285714,9.047619048,7.142857143,7.142857143,7.325877195,2.888888667,3.24999975,3.611110833,3.24999975,5.908075462
536,0,0,4.285714286,6.190476191,6.190476191,6.190476191,6.696592853,2.888888667,2.1666665,2.888888667,3.24999975,2.874130592
537,0,1,5.714285714,5.714285714,6.190476191,5.714285714,5.971690191,2.1666665,2.1666665,1.805555417,0.722222167,1.069796458
538,0,1,5.714285714,6.190476191,6.666666667,6.190476191,6.172175612,2.888888667,2.1666665,2.888888667,2.888888667,1.952670608
539,0,0,5.714285714,6.666666667,7.619047619,9.523809524,8.344744327,2.888888667,2.1666665,1.805555417,2.1666665,1.112115418
540,1,0,5.714285714,9.047619048,6.190476191,6.666666667,6.69003802,1.805555417,2.1666665,1.08333325,2.1666665,3.705469285
541,1,1,4.285714286,6.666666667,6.190476191,5.714285714,6.553594934,2.1666665,2.1666665,2.888888667,2.888888667,2.817613076
542,1,1,4.761904762,7.142857143,6.666666667,6.190476191,8.75371022,2.888888667,2.527777583,1.805555417,2.888888667,0.961809702
543,0,1,5.714285714,6.666666667,5.714285714,4.761904762,4.780225701,2.1666665,1.805555417,2.1666665,1.805555417,1.345790645
544,0,1,5.714285714,6.190476191,6.190476191,7.142857143,7.334036386,2.1666665,2.527777583,1.805555417,2.527777583,2.966705356
545,0,1,9.047619048,9.047619048,7.619047619,5.714285714,5.464748746,1.08333325,1.805555417,1.08333325,3.24999975,2.604252298
546,0,1,9.047619048,9.523809524,10,6.190476191,8.379457178,3.24999975,3.611110833,3.24999975,3.611110833,4.137160327
547,0,1,7.619047619,9.047619048,8.571428571,7.619047619,8.464927693,1.444444333,2.1666665,1.08333325,2.1666665,1.179439914
548,0,1,3.80952381,6.190476191,7.619047619,3.80952381,5.655734672,NA,1.444444333,3.611110833,2.1666665,3.867344497
549,0,1,3.80952381,7.619047619,7.142857143,6.666666667,7.522790915,2.888888667,2.888888667,3.24999975,3.611110833,5.72861022
550,0,1,9.047619048,8.571428571,8.095238095,7.619047619,9.075553561,3.611110833,3.24999975,3.611110833,3.24999975,3.846768513
551,0,0,5.714285714,6.666666667,4.761904762,6.190476191,5.811455982,3.24999975,2.1666665,2.527777583,2.1666665,0.443292774
552,0,1,5.714285714,6.190476191,6.190476191,7.142857143,5.122574038,2.888888667,2.1666665,3.24999975,3.611110833,4.838971652
553,1,1,6.190476191,NA,NA,NA,NA,2.1666665,NA,NA,NA,NA
554,1,1,6.666666667,6.666666667,6.666666667,6.666666667,7.374181815,2.527777583,1.805555417,1.805555417,2.888888667,2.330866864
555,1,1,5.238095238,7.142857143,6.190476191,6.190476191,8.765758025,1.805555417,2.527777583,2.527777583,2.527777583,3.314758614
556,1,1,4.761904762,3.80952381,4.285714286,6.666666667,5.647833288,1.805555417,2.1666665,2.1666665,2.527777583,2.14004718
557,0,1,5.714285714,6.666666667,6.190476191,7.142857143,7.094323116,2.888888667,1.805555417,2.1666665,1.805555417,2.461740064
558,1,1,5.238095238,7.142857143,6.190476191,6.190476191,6.60655067,2.527777583,2.527777583,2.888888667,2.888888667,2.073206637
559,1,1,6.190476191,7.142857143,5.714285714,6.666666667,5.95520657,2.888888667,1.805555417,0.361111083,2.1666665,1.321973707
560,1,1,6.190476191,4.761904762,6.666666667,5.714285714,6.824306558,2.888888667,1.805555417,2.527777583,2.888888667,3.081932874
561,1,0,6.666666667,7.619047619,5.238095238,6.190476191,8.261750746,3.611110833,3.24999975,3.24999975,2.888888667,4.014098776
562,1,0,4.285714286,6.666666667,NA,NA,NA,1.444444333,0.722222167,NA,NA,NA
563,0,1,4.761904762,7.142857143,7.619047619,5.714285714,8.828923002,2.1666665,1.805555417,1.805555417,0,-0.378872645
564,1,0,6.666666667,6.190476191,4.761904762,6.190476191,7.063138675,3.611110833,3.972221917,3.972221917,3.972221917,5.236392444
565,1,0,5.714285714,6.666666667,7.619047619,6.666666667,6.255001434,2.527777583,1.805555417,2.527777583,1.08333325,0.545748011
566,0,1,4.761904762,6.666666667,4.761904762,5.238095238,7.681743003,1.805555417,2.1666665,2.527777583,2.527777583,3.08842233
567,0,1,8.095238095,9.047619048,8.095238095,9.047619048,9.495479281,2.1666665,2.527777583,1.805555417,2.1666665,4.611106679
568,0,1,8.095238095,7.619047619,7.142857143,7.142857143,5.808167344,2.527777583,2.1666665,1.444444333,1.805555417,3.098732968
569,0,1,8.095238095,6.666666667,6.666666667,8.095238095,8.157715403,2.888888667,2.1666665,1.805555417,1.805555417,2.169842316
570,0,1,3.80952381,7.619047619,7.142857143,8.571428571,8.649503007,3.24999975,1.805555417,2.1666665,1.805555417,3.582071167
571,0,0,5.714285714,5.714285714,8.095238095,3.80952381,5.250328265,1.444444333,2.1666665,2.527777583,2.527777583,3.818723585
572,0,1,9.047619048,9.047619048,9.523809524,9.047619048,9.555701546,3.611110833,3.972221917,3.611110833,3.972221917,6.267123485
573,0,1,6.190476191,6.190476191,6.666666667,5.714285714,7.709450244,2.527777583,2.1666665,2.1666665,1.805555417,1.734498373
574,0,1,5.714285714,6.666666667,6.190476191,7.142857143,6.238901269,2.527777583,2.527777583,2.888888667,3.24999975,3.405909445
575,0,1,5.714285714,6.666666667,5.714285714,6.666666667,6.910341441,2.527777583,2.527777583,2.527777583,2.527777583,3.335868931
576,0,1,6.190476191,5.714285714,3.80952381,5.238095238,5.699582213,2.888888667,3.24999975,2.888888667,3.24999975,4.136343378
577,0,1,6.666666667,7.142857143,6.666666667,6.666666667,7.044061092,2.888888667,2.888888667,2.527777583,2.888888667,4.526179075
578,0,0,5.714285714,6.190476191,6.666666667,6.666666667,6.423664428,2.527777583,2.888888667,3.24999975,3.24999975,2.043513395
579,0,1,7.619047619,9.047619048,7.142857143,7.142857143,6.919369707,2.888888667,3.24999975,2.888888667,3.24999975,3.095471434
580,0,1,6.666666667,6.190476191,5.238095238,1.428571429,4.311347669,1.805555417,0.361111083,1.444444333,2.1666665,3.348470033
581,0,1,7.619047619,9.047619048,9.523809524,7.619047619,7.766749346,1.444444333,2.527777583,3.24999975,2.888888667,2.823548386
582,0,1,6.666666667,7.142857143,6.666666667,NA,NA,1.805555417,1.444444333,2.527777583,2.1666665,1.9317228
583,0,1,7.619047619,7.142857143,7.142857143,10,9.759149237,2.888888667,2.888888667,2.527777583,2.888888667,3.006726038
584,1,0,6.190476191,4.285714286,6.666666667,7.142857143,5.809136253,2.888888667,2.1666665,1.805555417,3.972221917,1.596318084
585,1,1,6.666666667,7.142857143,6.190476191,9.523809524,9.742686779,2.1666665,2.1666665,1.805555417,2.1666665,1.44412375
586,1,1,5.714285714,5.238095238,5.238095238,6.190476191,7.24345884,3.24999975,2.527777583,1.805555417,2.527777583,2.027396769
587,1,1,7.142857143,7.142857143,7.619047619,6.666666667,7.280868114,1.805555417,1.444444333,2.527777583,2.1666665,1.537263579
588,0,1,6.190476191,6.666666667,6.190476191,7.142857143,9.019239562,2.888888667,2.527777583,2.527777583,2.527777583,1.541495394
589,1,1,6.666666667,6.666666667,6.666666667,6.666666667,6.417424289,3.611110833,3.611110833,3.972221917,3.972221917,5.895115564
590,1,0,4.285714286,3.333333333,1.904761905,NA,NA,1.805555417,1.444444333,1.805555417,NA,NA
591,1,0,9.047619048,3.333333333,5.714285714,6.190476191,6.497829598,1.08333325,1.444444333,0.722222167,1.805555417,0.519226496
592,0,1,6.666666667,6.190476191,5.238095238,5.238095238,5.325858017,2.888888667,1.805555417,2.888888667,2.527777583,2.181158559
593,0,1,6.190476191,6.666666667,6.666666667,7.142857143,7.291079753,2.1666665,1.444444333,2.1666665,1.444444333,1.019301927
594,0,1,7.619047619,3.333333333,7.142857143,6.190476191,3.552908059,1.08333325,2.1666665,1.444444333,2.1666665,2.100419636
595,1,1,6.666666667,7.619047619,7.142857143,7.142857143,7.672564362,3.611110833,3.24999975,2.888888667,2.527777583,2.816428325
596,1,1,5.714285714,4.761904762,1.904761905,NA,NA,1.444444333,1.444444333,2.1666665,NA,NA
597,0,0,7.142857143,5.714285714,4.761904762,6.190476191,7.434642756,3.24999975,2.1666665,1.805555417,2.1666665,3.990866909
598,1,0,6.666666667,6.666666667,6.666666667,6.190476191,7.413589428,2.888888667,2.1666665,2.888888667,2.1666665,2.130220881
599,0,1,6.190476191,5.714285714,3.333333333,5.714285714,3.938408059,2.888888667,3.611110833,2.527777583,2.527777583,3.047583292
600,1,0,4.285714286,5.238095238,4.285714286,4.761904762,6.09589945,1.08333325,2.1666665,2.1666665,1.08333325,2.423973643
601,1,0,4.761904762,5.238095238,NA,NA,NA,1.805555417,0.361111083,NA,NA,NA
602,1,0,6.666666667,6.666666667,6.190476191,5.714285714,7.018568435,2.527777583,2.888888667,2.1666665,2.888888667,0.742821349
603,0,0,3.80952381,4.761904762,4.285714286,4.761904762,2.82435514,2.527777583,2.888888667,2.888888667,2.1666665,2.713564503
604,0,1,4.761904762,6.666666667,6.190476191,6.666666667,6.964904112,3.611110833,3.611110833,3.611110833,3.972221917,5.380771287
605,0,1,4.761904762,7.142857143,6.190476191,6.666666667,7.741741561,3.24999975,2.1666665,3.972221917,3.611110833,5.332220163
606,1,0,4.285714286,4.761904762,4.285714286,4.761904762,6.097039575,2.527777583,2.1666665,1.805555417,2.1666665,2.31802367
607,0,1,4.761904762,NA,6.666666667,NA,NA,1.805555417,NA,2.527777583,NA,NA
608,1,0,4.761904762,6.666666667,6.666666667,7.619047619,7.496401775,3.972221917,3.611110833,3.972221917,3.972221917,2.815033467
609,1,0,6.190476191,4.761904762,7.142857143,6.666666667,7.214970926,2.888888667,2.1666665,2.527777583,2.888888667,2.244509696
610,0,0,3.80952381,3.333333333,1.904761905,NA,NA,NA,2.888888667,3.24999975,NA,NA
611,0,0,7.142857143,7.619047619,5.714285714,6.190476191,6.542922229,2.527777583,1.805555417,1.444444333,1.805555417,2.313140765
612,0,0,4.285714286,3.333333333,4.285714286,3.333333333,2.97626603,2.1666665,2.888888667,3.24999975,2.888888667,3.672209649
613,0,0,4.285714286,4.761904762,4.285714286,5.238095238,3.878873202,2.527777583,3.611110833,3.24999975,3.972221917,2.690589668
614,0,1,5.238095238,7.142857143,6.190476191,6.190476191,5.437813996,2.1666665,2.888888667,2.527777583,2.527777583,2.481329637
615,0,1,5.238095238,6.666666667,6.190476191,6.666666667,6.486941892,1.444444333,1.805555417,1.805555417,1.805555417,0.675577335
616,0,1,4.761904762,7.142857143,5.238095238,5.238095238,6.091692044,1.805555417,2.1666665,2.527777583,1.08333325,2.359275038
617,0,1,7.142857143,NA,6.190476191,5.714285714,6.100263955,3.24999975,2.1666665,3.24999975,3.611110833,3.767319409
618,1,0,4.761904762,6.666666667,6.666666667,6.190476191,8.278633805,2.888888667,3.24999975,2.527777583,2.527777583,3.811261092
619,0,1,5.238095238,5.714285714,7.619047619,6.190476191,7.885405317,1.805555417,1.805555417,2.1666665,2.1666665,2.061102622
620,0,0,8.095238095,10,7.619047619,10,8.103228217,2.1666665,1.805555417,1.805555417,NA,NA
621,0,0,6.666666667,6.190476191,5.238095238,NA,NA,NA,NA,2.1666665,NA,NA
622,1,1,4.285714286,3.333333333,3.80952381,6.190476191,7.068766404,1.08333325,2.888888667,2.1666665,1.805555417,0.949656715
623,0,1,4.761904762,4.761904762,5.238095238,7.619047619,6.430919319,1.08333325,2.1666665,2.1666665,1.805555417,2.047588867
624,0,1,7.619047619,9.047619048,6.666666667,6.666666667,7.661950583,1.08333325,1.805555417,1.805555417,2.1666665,3.621840533
625,0,1,6.190476191,6.190476191,6.666666667,5.714285714,4.945374852,2.527777583,1.805555417,2.1666665,1.444444333,2.552853757
626,1,1,4.285714286,4.761904762,8.095238095,NA,NA,1.805555417,0,NA,NA,NA
627,0,1,7.619047619,6.190476191,5.714285714,6.190476191,5.926802958,2.888888667,2.527777583,1.805555417,2.888888667,2.46904819
628,0,1,6.666666667,6.190476191,5.238095238,4.761904762,5.327935873,2.888888667,2.527777583,1.805555417,2.888888667,3.154659802
629,1,1,7.142857143,6.666666667,6.190476191,NA,NA,1.805555417,0.722222167,2.527777583,NA,NA
630,0,0,2.857142857,4.285714286,3.80952381,5.238095238,2.424080373,2.1666665,2.1666665,2.1666665,3.972221917,4.322822652
631,1,1,7.142857143,6.666666667,6.666666667,7.619047619,9.117129862,3.24999975,2.527777583,3.972221917,3.611110833,3.263734117
632,1,1,4.285714286,4.761904762,5.714285714,6.190476191,6.92935429,2.527777583,2.888888667,2.527777583,3.24999975,2.634719473
633,1,1,3.80952381,3.333333333,5.238095238,6.190476191,4.742247192,2.1666665,2.1666665,3.24999975,2.888888667,1.858809186
634,1,0,6.190476191,5.238095238,5.714285714,6.190476191,6.779479253,2.888888667,2.527777583,2.1666665,3.24999975,1.551193994
635,1,1,7.619047619,6.190476191,6.190476191,6.190476191,5.684454158,3.611110833,3.24999975,3.24999975,3.611110833,4.347932756
636,0,0,2.857142857,NA,9.047619048,NA,NA,0.722222167,NA,2.527777583,NA,NA
637,1,0,9.523809524,NA,8.095238095,7.142857143,5.857375113,3.24999975,2.1666665,2.527777583,2.1666665,1.242906225
638,1,0,9.523809524,6.666666667,10,5.714285714,6.332610888,0,1.805555417,NA,1.444444333,1.777163964
639,1,1,5.714285714,8.095238095,7.142857143,8.095238095,6.809122197,2.527777583,3.24999975,2.527777583,3.972221917,5.03732956
640,1,1,6.190476191,5.238095238,5.714285714,6.190476191,5.28650573,3.611110833,3.972221917,2.888888667,3.611110833,2.879097389
641,0,0,2.857142857,4.761904762,5.238095238,4.285714286,6.739615353,1.08333325,2.527777583,2.527777583,1.08333325,2.403711409
642,1,1,5.714285714,7.142857143,6.666666667,NA,NA,1.805555417,1.444444333,2.527777583,NA,NA
643,0,0,2.857142857,NA,9.047619048,NA,NA,1.805555417,NA,NA,NA,NA
644,1,1,6.666666667,6.190476191,6.190476191,7.142857143,8.577221634,2.888888667,2.1666665,2.1666665,2.1666665,2.917010006
645,0,0,4.761904762,4.285714286,5.714285714,4.761904762,8.937432067,2.888888667,2.1666665,1.805555417,2.1666665,2.623409133
646,1,1,5.714285714,7.142857143,6.190476191,5.714285714,6.848632664,1.08333325,0.361111083,2.527777583,1.805555417,1.623183356
647,1,1,7.619047619,6.666666667,6.666666667,7.619047619,9.162859586,3.611110833,3.611110833,3.972221917,3.972221917,3.339497069
648,1,0,9.523809524,6.190476191,8.095238095,9.047619048,10.34183122,3.24999975,1.805555417,0.722222167,0.722222167,0.358297658
649,1,1,5.714285714,4.285714286,NA,NA,NA,NA,NA,NA,NA,NA
650,1,1,6.190476191,5.238095238,4.761904762,7.142857143,6.039740889,3.24999975,2.1666665,2.1666665,2.888888667,4.809428102
651,0,1,5.238095238,4.285714286,6.666666667,6.666666667,6.463585169,2.888888667,1.444444333,1.805555417,1.444444333,2.414334823
652,0,0,5.238095238,4.285714286,5.238095238,4.761904762,5.176434221,2.1666665,2.1666665,2.527777583,2.1666665,1.042158971
653,1,1,7.619047619,6.666666667,6.666666667,7.619047619,7.39612702,2.888888667,2.888888667,2.527777583,2.1666665,1.394508756
654,1,1,5.238095238,5.714285714,6.190476191,5.238095238,6.912265929,2.1666665,2.527777583,1.805555417,1.805555417,2.038407093
655,1,1,4.761904762,5.714285714,6.666666667,5.238095238,7.669077311,3.24999975,2.1666665,2.1666665,2.1666665,1.200636917
656,0,0,2.857142857,4.285714286,3.80952381,NA,NA,1.805555417,0,NA,NA,NA
657,1,1,4.761904762,8.095238095,2.380952381,6.190476191,5.606523517,2.888888667,3.611110833,1.805555417,3.24999975,1.711015303
658,0,0,4.285714286,4.761904762,5.238095238,6.190476191,5.846201919,1.805555417,1.805555417,2.527777583,2.888888667,1.02362023
659,1,1,6.666666667,6.666666667,4.761904762,5.714285714,6.851685924,2.527777583,2.527777583,2.527777583,2.527777583,0.841094546
660,1,1,4.761904762,5.714285714,5.714285714,5.714285714,5.05907681,2.527777583,2.888888667,1.444444333,2.888888667,3.428833476
